"food_id","food_name","food_type","meal_type","quantity","expiry_date","provider_id","provider_name","city","provider_type","contact","claim_id","status"
776,"Chicken","Vegetarian","Dinner",33,"2025-03-24",249,"Davis, Sanchez and Hernandez","Johnsonside","Catering Service","452-214-9646-15610",0,"Not Claimed"
777,"Fruits","Vegetarian","Dinner",5,"2025-03-18",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",324,"Completed"
778,"Dairy","Non-Vegetarian","Snacks",7,"2025-03-21",57,"Cook Group","Port Robin","Grocery Store","983-295-7995",844,"Cancelled"
778,"Dairy","Non-Vegetarian","Snacks",7,"2025-03-21",57,"Cook Group","Port Robin","Grocery Store","983-295-7995",929,"Pending"
779,"Bread","Vegan","Lunch",43,"2025-03-27",74,"Johnston Ltd","Belindaville","Catering Service","5630753213",0,"Not Claimed"
780,"Dairy","Vegan","Snacks",48,"2025-03-17",162,"Moore, Perez and Young","Penabury","Restaurant","345-405-3372-9178",0,"Not Claimed"
781,"Bread","Vegan","Snacks",45,"2025-03-23",33,"Miranda, Wilcox and Short","Janetborough","Restaurant","711-136-4426",0,"Not Claimed"
782,"Rice","Non-Vegetarian","Snacks",49,"2025-03-28",566,"Cole-Stein","New Rachel","Catering Service"," 322115-7175-12748",142,"Cancelled"
782,"Rice","Non-Vegetarian","Snacks",49,"2025-03-28",566,"Cole-Stein","New Rachel","Catering Service"," 322115-7175-12748",382,"Cancelled"
783,"Rice","Vegetarian","Snacks",4,"2025-03-20",455,"Rios Group","Madisonfort","Catering Service","003-727-0894-163",0,"Not Claimed"
784,"Bread","Non-Vegetarian","Dinner",1,"2025-03-26",335,"Newman, Pearson and Mccarthy","North Gary","Grocery Store","905-549-7068",725,"Pending"
785,"Bread","Non-Vegetarian","Lunch",10,"2025-03-16",678,"Ruiz-Oneal","Lake Travis","Grocery Store"," 569363-0118",0,"Not Claimed"
786,"Rice","Vegetarian","Dinner",4,"2025-03-30",959,"Stanley PLC","North Victoriastad","Grocery Store","001-428-241-5858-19231",108,"Pending"
786,"Rice","Vegetarian","Dinner",4,"2025-03-30",959,"Stanley PLC","North Victoriastad","Grocery Store","001-428-241-5858-19231",276,"Completed"
786,"Rice","Vegetarian","Dinner",4,"2025-03-30",959,"Stanley PLC","North Victoriastad","Grocery Store","001-428-241-5858-19231",871,"Cancelled"
787,"Fish","Vegetarian","Dinner",48,"2025-03-24",355,"Bowman LLC","Port Patrick","Restaurant","039-263-2786-611",179,"Completed"
788,"Fish","Vegan","Dinner",26,"2025-03-30",34,"Cooper, Smith and King","North Garybury","Grocery Store","+1-812-193-0704-61726",368,"Pending"
789,"Chicken","Vegan","Snacks",10,"2025-03-26",673,"Reynolds Group","New Connorfort","Restaurant","+1-708-661-1330",0,"Not Claimed"
790,"Chicken","Vegan","Dinner",2,"2025-03-21",332,"Cox LLC","West Whitneymouth","Restaurant","001-018-140-2068-875",86,"Cancelled"
791,"Soup","Vegetarian","Breakfast",23,"2025-03-29",152,"Rogers-Shaw","South Jacobport","Catering Service","001-522-305-5977-0080",707,"Pending"
791,"Soup","Vegetarian","Breakfast",23,"2025-03-29",152,"Rogers-Shaw","South Jacobport","Catering Service","001-522-305-5977-0080",990,"Cancelled"
792,"Chicken","Vegan","Breakfast",15,"2025-03-17",308,"Doyle LLC","Brittanyside","Catering Service","0312154595",20,"Completed"
793,"Fruits","Vegan","Snacks",5,"2025-03-24",824,"Howard-Williams","Lopezport","Supermarket"," 728156-2658-7091",0,"Not Claimed"
794,"Fruits","Vegan","Snacks",21,"2025-03-27",380,"Nelson PLC","Lake Christophermouth","Restaurant"," 302042-7352",216,"Pending"
795,"Dairy","Non-Vegetarian","Dinner",3,"2025-03-19",911,"Alexander PLC","Garciatown","Restaurant","599-601-7460",147,"Completed"
796,"Pasta","Vegetarian","Lunch",8,"2025-03-27",798,"Jordan LLC","North Amanda","Grocery Store","+1-073-137-5460",0,"Not Claimed"
797,"Dairy","Vegan","Breakfast",40,"2025-03-27",467,"Wilson, Watkins and Moore","Phillipsfort","Catering Service","782-944-0904",59,"Cancelled"
797,"Dairy","Vegan","Breakfast",40,"2025-03-27",467,"Wilson, Watkins and Moore","Phillipsfort","Catering Service","782-944-0904",152,"Pending"
797,"Dairy","Vegan","Breakfast",40,"2025-03-27",467,"Wilson, Watkins and Moore","Phillipsfort","Catering Service","782-944-0904",425,"Pending"
797,"Dairy","Vegan","Breakfast",40,"2025-03-27",467,"Wilson, Watkins and Moore","Phillipsfort","Catering Service","782-944-0904",818,"Completed"
798,"Fish","Vegetarian","Lunch",3,"2025-03-30",413,"Davis, Bowen and Miller","North Mike","Catering Service","9207424674",19,"Pending"
798,"Fish","Vegetarian","Lunch",3,"2025-03-30",413,"Davis, Bowen and Miller","North Mike","Catering Service","9207424674",512,"Cancelled"
798,"Fish","Vegetarian","Lunch",3,"2025-03-30",413,"Davis, Bowen and Miller","North Mike","Catering Service","9207424674",767,"Completed"
799,"Chicken","Vegetarian","Breakfast",5,"2025-03-17",764,"Villegas, Chen and Campos","New Travisshire","Restaurant"," 619661-4594-325",989,"Pending"
800,"Dairy","Vegan","Lunch",15,"2025-03-20",193,"Chung, Morris and Craig","North Lisaland","Restaurant","001-981-892-0136-674",907,"Completed"
801,"Chicken","Vegan","Lunch",50,"2025-03-18",609,"Torres-Dunlap","South Christopherborough","Restaurant","057-342-1300-473",447,"Cancelled"
801,"Chicken","Vegan","Lunch",50,"2025-03-18",609,"Torres-Dunlap","South Christopherborough","Restaurant","057-342-1300-473",565,"Completed"
802,"Soup","Non-Vegetarian","Dinner",25,"2025-03-22",62,"Mitchell, Campbell and Jones","Marymouth","Grocery Store","001-356-024-1560-512",0,"Not Claimed"
803,"Chicken","Vegan","Snacks",13,"2025-03-27",714,"Ramos Group","North William","Catering Service","727-987-0431-177",0,"Not Claimed"
804,"Fruits","Vegan","Breakfast",47,"2025-03-27",16,"Brown and Sons","West Vanessafort","Catering Service","018-471-0550-16593",372,"Cancelled"
805,"Chicken","Non-Vegetarian","Dinner",1,"2025-03-22",235,"Gutierrez LLC","Gutierrezshire","Catering Service","+1-544-924-8841-926",83,"Completed"
806,"Soup","Vegetarian","Dinner",12,"2025-03-27",388,"Rivera Ltd","Manuelhaven","Supermarket","+1-832-244-5987",517,"Completed"
806,"Soup","Vegetarian","Dinner",12,"2025-03-27",388,"Rivera Ltd","Manuelhaven","Supermarket","+1-832-244-5987",643,"Pending"
807,"Salad","Vegetarian","Dinner",35,"2025-03-19",474,"Gonzalez Inc","South Nicole","Catering Service","679-305-8392",391,"Completed"
807,"Salad","Vegetarian","Dinner",35,"2025-03-19",474,"Gonzalez Inc","South Nicole","Catering Service","679-305-8392",745,"Pending"
808,"Dairy","Vegetarian","Dinner",7,"2025-03-23",868,"West, Martinez and Warren","Rodriguezview","Grocery Store"," 042376-1212-66871",0,"Not Claimed"
809,"Dairy","Vegan","Breakfast",48,"2025-03-29",292,"Lopez-Duffy","Mooneybury","Supermarket","048-373-4973-79978",0,"Not Claimed"
810,"Bread","Vegan","Snacks",34,"2025-03-16",993,"Mckinney Ltd","East Stephanie","Restaurant","225-959-2378",249,"Completed"
811,"Salad","Non-Vegetarian","Dinner",19,"2025-03-27",513,"Cruz, Murphy and Santos","West Larry","Catering Service","001-070-676-6757",840,"Pending"
812,"Bread","Non-Vegetarian","Lunch",49,"2025-03-19",471,"Allen, Ramsey and Cortez","Charlesmouth","Grocery Store","594-468-5130",29,"Pending"
812,"Bread","Non-Vegetarian","Lunch",49,"2025-03-19",471,"Allen, Ramsey and Cortez","Charlesmouth","Grocery Store","594-468-5130",842,"Cancelled"
813,"Fish","Vegetarian","Breakfast",33,"2025-03-23",610,"Kelly, Cummings and Ward","Allenton","Supermarket","795-078-7850",175,"Pending"
813,"Fish","Vegetarian","Breakfast",33,"2025-03-23",610,"Kelly, Cummings and Ward","Allenton","Supermarket","795-078-7850",210,"Pending"
814,"Bread","Vegan","Snacks",18,"2025-03-17",287,"Carr-Wells","Jefferyside","Catering Service"," 535017-9013-9281",0,"Not Claimed"
815,"Pasta","Vegan","Snacks",50,"2025-03-22",157,"Rodriguez, Walker and Singleton","Bairdfort","Restaurant","998-166-5324",0,"Not Claimed"
816,"Fruits","Vegetarian","Lunch",2,"2025-03-17",965,"Oconnor Ltd","Port Bryce","Restaurant","+1-484-031-6824-10667",0,"Not Claimed"
817,"Rice","Vegetarian","Snacks",23,"2025-03-28",363,"Henry-Terry","East Brittanyland","Catering Service"," 205168-6653",0,"Not Claimed"
818,"Fish","Vegetarian","Dinner",50,"2025-03-29",248,"Oliver, Cross and Gilbert","South Michellechester","Restaurant","001-607-614-4871-9620",978,"Cancelled"
819,"Bread","Non-Vegetarian","Breakfast",35,"2025-03-28",304,"Douglas-Colon","Port Marcland","Catering Service","439-020-2351",528,"Completed"
819,"Bread","Non-Vegetarian","Breakfast",35,"2025-03-28",304,"Douglas-Colon","Port Marcland","Catering Service","439-020-2351",738,"Completed"
820,"Fruits","Non-Vegetarian","Lunch",46,"2025-03-27",753,"Lawrence-Clark","South Randy","Supermarket","122-170-5452-33780",456,"Pending"
820,"Fruits","Non-Vegetarian","Lunch",46,"2025-03-27",753,"Lawrence-Clark","South Randy","Supermarket","122-170-5452-33780",812,"Pending"
821,"Chicken","Non-Vegetarian","Lunch",9,"2025-03-24",167,"Thompson-Turner","Davidport","Catering Service","897-925-4252",615,"Completed"
822,"Dairy","Vegan","Lunch",27,"2025-03-25",237,"White, Crawford and Pearson","Frederickside","Supermarket","958-016-7653-7393",256,"Completed"
822,"Dairy","Vegan","Lunch",27,"2025-03-25",237,"White, Crawford and Pearson","Frederickside","Supermarket","958-016-7653-7393",364,"Completed"
822,"Dairy","Vegan","Lunch",27,"2025-03-25",237,"White, Crawford and Pearson","Frederickside","Supermarket","958-016-7653-7393",874,"Pending"
823,"Chicken","Vegan","Lunch",27,"2025-03-21",587,"Davis, Cruz and Schaefer","Lake George","Restaurant","4142908031",626,"Pending"
824,"Bread","Vegetarian","Dinner",12,"2025-03-27",993,"Mckinney Ltd","East Stephanie","Restaurant","225-959-2378",204,"Pending"
825,"Salad","Vegetarian","Breakfast",25,"2025-03-25",995,"Moore Group","Manningshire","Supermarket","889-093-8775-51762",44,"Pending"
826,"Bread","Vegan","Snacks",39,"2025-03-17",50,"Perez-Williams","West Danielborough","Catering Service"," 305890-2191-91055",414,"Cancelled"
826,"Bread","Vegan","Snacks",39,"2025-03-17",50,"Perez-Williams","West Danielborough","Catering Service"," 305890-2191-91055",921,"Completed"
827,"Salad","Vegan","Snacks",3,"2025-03-23",907,"Sanchez PLC","South Marthahaven","Supermarket","539-966-9767-99956",0,"Not Claimed"
828,"Vegetables","Non-Vegetarian","Breakfast",21,"2025-03-24",636,"Carroll-Stanley","West Omarside","Grocery Store","849-339-1687-68179",454,"Completed"
828,"Vegetables","Non-Vegetarian","Breakfast",21,"2025-03-24",636,"Carroll-Stanley","West Omarside","Grocery Store","849-339-1687-68179",760,"Completed"
829,"Dairy","Vegan","Dinner",44,"2025-03-18",262,"Bradford-Martinez","New Carol","Supermarket","199-451-0254",87,"Completed"
830,"Vegetables","Vegetarian","Snacks",3,"2025-03-25",847,"Pollard, Collins and Watson","Williamsonmouth","Supermarket","218-505-6857-64219",0,"Not Claimed"
831,"Pasta","Non-Vegetarian","Breakfast",24,"2025-03-22",330,"Holloway-Koch","Jamesport","Restaurant","323-974-7052",0,"Not Claimed"
832,"Fish","Non-Vegetarian","Breakfast",19,"2025-03-16",752,"Butler-Richardson","East Heatherport","Grocery Store","+1-268-505-2616",37,"Cancelled"
832,"Fish","Non-Vegetarian","Breakfast",19,"2025-03-16",752,"Butler-Richardson","East Heatherport","Grocery Store","+1-268-505-2616",251,"Cancelled"
832,"Fish","Non-Vegetarian","Breakfast",19,"2025-03-16",752,"Butler-Richardson","East Heatherport","Grocery Store","+1-268-505-2616",872,"Completed"
832,"Fish","Non-Vegetarian","Breakfast",19,"2025-03-16",752,"Butler-Richardson","East Heatherport","Grocery Store","+1-268-505-2616",998,"Cancelled"
833,"Fruits","Non-Vegetarian","Dinner",44,"2025-03-17",146,"Hampton-Lee","Jonathanhaven","Supermarket","663-119-2623-961",701,"Completed"
834,"Pasta","Vegetarian","Dinner",43,"2025-03-18",531,"Miller Ltd","North Kylestad","Catering Service"," 648470-0469-880",0,"Not Claimed"
835,"Vegetables","Vegetarian","Lunch",17,"2025-03-29",752,"Butler-Richardson","East Heatherport","Grocery Store","+1-268-505-2616",0,"Not Claimed"
836,"Salad","Vegan","Breakfast",49,"2025-03-16",685,"Scott and Sons","Maysside","Supermarket","001-085-825-1185-328",703,"Cancelled"
836,"Salad","Vegan","Breakfast",49,"2025-03-16",685,"Scott and Sons","Maysside","Supermarket","001-085-825-1185-328",969,"Cancelled"
837,"Soup","Vegan","Snacks",50,"2025-03-24",642,"Woodward-Jensen","Lesterstad","Catering Service","432-670-6542-60306",221,"Cancelled"
837,"Soup","Vegan","Snacks",50,"2025-03-24",642,"Woodward-Jensen","Lesterstad","Catering Service","432-670-6542-60306",551,"Cancelled"
837,"Soup","Vegan","Snacks",50,"2025-03-24",642,"Woodward-Jensen","Lesterstad","Catering Service","432-670-6542-60306",644,"Cancelled"
838,"Bread","Vegetarian","Lunch",38,"2025-03-29",770,"Schneider-Suarez","East Melissa","Supermarket","001-597-658-2544-8112",0,"Not Claimed"
839,"Chicken","Vegan","Lunch",6,"2025-03-17",72,"Ward, Shepherd and Krause","Jasonstad","Catering Service","+1-454-823-5622",862,"Cancelled"
839,"Chicken","Vegan","Lunch",6,"2025-03-17",72,"Ward, Shepherd and Krause","Jasonstad","Catering Service","+1-454-823-5622",946,"Cancelled"
840,"Dairy","Vegan","Snacks",43,"2025-03-16",548,"House, James and Miller","Lisamouth","Supermarket","070-175-5725",356,"Cancelled"
841,"Chicken","Vegan","Lunch",15,"2025-03-25",532,"Johnson-Green","Darrylchester","Grocery Store","001-090-513-0319-965",0,"Not Claimed"
842,"Bread","Vegan","Breakfast",40,"2025-03-21",205,"Thompson Group","Carlbury","Grocery Store","858-115-6375-26624",0,"Not Claimed"
843,"Fruits","Vegetarian","Dinner",46,"2025-03-24",515,"Bowers, Gonzalez and Simmons","Snyderton","Restaurant","+1-401-191-5365-80259",0,"Not Claimed"
844,"Fish","Non-Vegetarian","Dinner",46,"2025-03-29",495,"Barker, Gibbs and Lopez","Brownshire","Supermarket","8977010648",478,"Cancelled"
844,"Fish","Non-Vegetarian","Dinner",46,"2025-03-29",495,"Barker, Gibbs and Lopez","Brownshire","Supermarket","8977010648",596,"Cancelled"
845,"Bread","Non-Vegetarian","Dinner",14,"2025-03-20",718,"Livingston Inc","Port Victoria","Restaurant","+1-956-381-7075",0,"Not Claimed"
846,"Salad","Vegan","Snacks",34,"2025-03-19",894,"Fowler-Morgan","Cannonside","Restaurant","+1-427-871-1303-0408",0,"Not Claimed"
847,"Pasta","Vegan","Dinner",29,"2025-03-21",887,"Preston-Smith","Strongmouth","Supermarket"," 813326-3277-75776",0,"Not Claimed"
848,"Dairy","Non-Vegetarian","Dinner",32,"2025-03-25",426,"Cook-Rodriguez","Taylorchester","Catering Service","718-514-8646-3588",0,"Not Claimed"
849,"Pasta","Vegan","Breakfast",29,"2025-03-21",563,"Daniels-Kim","East Angela","Grocery Store","787-621-3654-1971",570,"Completed"
850,"Dairy","Vegan","Breakfast",22,"2025-03-26",67,"Shannon Ltd","Kentland","Restaurant","401-441-2366-8513",0,"Not Claimed"
851,"Fruits","Non-Vegetarian","Snacks",35,"2025-03-18",516,"Raymond, Kelly and Yates","New Aaronberg","Catering Service"," 590421-4384",72,"Completed"
851,"Fruits","Non-Vegetarian","Snacks",35,"2025-03-18",516,"Raymond, Kelly and Yates","New Aaronberg","Catering Service"," 590421-4384",898,"Completed"
852,"Vegetables","Non-Vegetarian","Snacks",49,"2025-03-20",363,"Henry-Terry","East Brittanyland","Catering Service"," 205168-6653",568,"Completed"
853,"Rice","Vegan","Snacks",18,"2025-03-27",841,"Smith Inc","Lake Tamara","Restaurant","871-082-6155-450",327,"Completed"
853,"Rice","Vegan","Snacks",18,"2025-03-27",841,"Smith Inc","Lake Tamara","Restaurant","871-082-6155-450",977,"Pending"
854,"Fish","Vegan","Breakfast",33,"2025-03-22",804,"Jackson Ltd","North Ashley","Restaurant","+1-871-214-5204-667",688,"Completed"
855,"Salad","Vegetarian","Lunch",28,"2025-03-25",596,"Barnes, Castro and Curtis","Zimmermanville","Restaurant","507-577-7566",979,"Completed"
855,"Salad","Vegetarian","Lunch",28,"2025-03-25",596,"Barnes, Castro and Curtis","Zimmermanville","Restaurant","507-577-7566",996,"Completed"
856,"Rice","Vegetarian","Snacks",44,"2025-03-23",501,"Davis-Kennedy","Jordanhaven","Grocery Store","598-048-5675",0,"Not Claimed"
857,"Pasta","Vegetarian","Dinner",47,"2025-03-17",97,"King-Snyder","Reyesshire","Supermarket","+1-494-177-0520-17816",0,"Not Claimed"
858,"Fruits","Non-Vegetarian","Snacks",13,"2025-03-22",413,"Davis, Bowen and Miller","North Mike","Catering Service","9207424674",0,"Not Claimed"
859,"Pasta","Non-Vegetarian","Breakfast",1,"2025-03-26",319,"Davila, Green and Avila","Lake Amymouth","Restaurant","2386104312",0,"Not Claimed"
860,"Fish","Vegetarian","Lunch",37,"2025-03-17",934,"Nelson and Sons","Steveport","Grocery Store","+1-114-068-7855-4731",0,"Not Claimed"
861,"Dairy","Non-Vegetarian","Dinner",45,"2025-03-26",937,"Taylor Group","Roachhaven","Restaurant"," 903301-8467-005",247,"Completed"
861,"Dairy","Non-Vegetarian","Dinner",45,"2025-03-26",937,"Taylor Group","Roachhaven","Restaurant"," 903301-8467-005",318,"Completed"
861,"Dairy","Non-Vegetarian","Dinner",45,"2025-03-26",937,"Taylor Group","Roachhaven","Restaurant"," 903301-8467-005",430,"Pending"
861,"Dairy","Non-Vegetarian","Dinner",45,"2025-03-26",937,"Taylor Group","Roachhaven","Restaurant"," 903301-8467-005",674,"Cancelled"
862,"Dairy","Non-Vegetarian","Lunch",4,"2025-03-19",237,"White, Crawford and Pearson","Frederickside","Supermarket","958-016-7653-7393",631,"Pending"
863,"Fruits","Vegan","Breakfast",30,"2025-03-20",57,"Cook Group","Port Robin","Grocery Store","983-295-7995",0,"Not Claimed"
864,"Soup","Vegetarian","Snacks",11,"2025-03-28",741,"Martin, Richardson and Snow","West Anthonymouth","Catering Service","013-181-1620",117,"Pending"
865,"Fish","Non-Vegetarian","Snacks",25,"2025-03-20",837,"Horn-House","South Charles","Supermarket"," 274596-0960-4039",449,"Pending"
866,"Fish","Vegetarian","Dinner",7,"2025-03-29",169,"Hines-Green","Lindseyland","Grocery Store"," 054626-5986-842",373,"Pending"
866,"Fish","Vegetarian","Dinner",7,"2025-03-29",169,"Hines-Green","Lindseyland","Grocery Store"," 054626-5986-842",664,"Cancelled"
867,"Soup","Vegetarian","Snacks",1,"2025-03-21",870,"Mcgee PLC","New Hollyfurt","Supermarket","378-777-7668-60325",0,"Not Claimed"
868,"Soup","Non-Vegetarian","Snacks",4,"2025-03-22",504,"Small Ltd","Gaineschester","Catering Service","1943075475",0,"Not Claimed"
869,"Fish","Vegan","Snacks",27,"2025-03-20",40,"Robinson PLC","Jennifertown","Restaurant","925-882-9055",0,"Not Claimed"
870,"Fish","Vegetarian","Breakfast",3,"2025-03-30",653,"Perry, Perez and Carter","Cameronside","Catering Service","085-588-5857",114,"Completed"
870,"Fish","Vegetarian","Breakfast",3,"2025-03-30",653,"Perry, Perez and Carter","Cameronside","Catering Service","085-588-5857",156,"Completed"
870,"Fish","Vegetarian","Breakfast",3,"2025-03-30",653,"Perry, Perez and Carter","Cameronside","Catering Service","085-588-5857",273,"Pending"
871,"Chicken","Non-Vegetarian","Lunch",7,"2025-03-16",875,"Mendoza-Espinoza","South William","Grocery Store","029-780-2681-85712",0,"Not Claimed"
872,"Vegetables","Vegetarian","Snacks",50,"2025-03-29",717,"Shepherd and Sons","Pamelaberg","Catering Service","+1-508-027-9784",0,"Not Claimed"
873,"Rice","Vegan","Lunch",49,"2025-03-29",712,"Payne Inc","Huberstad","Restaurant","001-148-921-4043-467",167,"Completed"
874,"Bread","Non-Vegetarian","Snacks",45,"2025-03-17",655,"Smith Group","Jimmyberg","Restaurant","694-134-6616-8811",0,"Not Claimed"
875,"Bread","Non-Vegetarian","Breakfast",19,"2025-03-29",721,"Randolph-Bauer","Port Staceymouth","Catering Service","2885719618",656,"Pending"
876,"Salad","Vegan","Snacks",38,"2025-03-20",78,"Frazier LLC","North Susan","Restaurant","5883270069",0,"Not Claimed"
877,"Chicken","Non-Vegetarian","Lunch",8,"2025-03-20",374,"Pollard, Yoder and Martin","Steeleport","Grocery Store","731-612-0267-787",76,"Completed"
877,"Chicken","Non-Vegetarian","Lunch",8,"2025-03-20",374,"Pollard, Yoder and Martin","Steeleport","Grocery Store","731-612-0267-787",758,"Cancelled"
878,"Rice","Non-Vegetarian","Snacks",23,"2025-03-29",17,"Miller Ltd","West Dawn","Catering Service"," 876537-9861-93433",0,"Not Claimed"
879,"Chicken","Non-Vegetarian","Dinner",21,"2025-03-25",778,"Blanchard-Parsons","Edwardsbury","Catering Service","1686096009",183,"Cancelled"
879,"Chicken","Non-Vegetarian","Dinner",21,"2025-03-25",778,"Blanchard-Parsons","Edwardsbury","Catering Service","1686096009",443,"Completed"
880,"Soup","Vegetarian","Lunch",35,"2025-03-25",954,"Herrera LLC","Randallchester","Catering Service","8412901538",0,"Not Claimed"
881,"Dairy","Vegetarian","Lunch",43,"2025-03-17",655,"Smith Group","Jimmyberg","Restaurant","694-134-6616-8811",0,"Not Claimed"
882,"Salad","Vegan","Lunch",43,"2025-03-23",138,"Jones, Rojas and Brown","North Sherrimouth","Grocery Store","490-519-3490-03679",104,"Completed"
882,"Salad","Vegan","Lunch",43,"2025-03-23",138,"Jones, Rojas and Brown","North Sherrimouth","Grocery Store","490-519-3490-03679",361,"Pending"
882,"Salad","Vegan","Lunch",43,"2025-03-23",138,"Jones, Rojas and Brown","North Sherrimouth","Grocery Store","490-519-3490-03679",593,"Cancelled"
882,"Salad","Vegan","Lunch",43,"2025-03-23",138,"Jones, Rojas and Brown","North Sherrimouth","Grocery Store","490-519-3490-03679",728,"Completed"
883,"Bread","Vegetarian","Lunch",8,"2025-03-23",857,"Holmes-Schaefer","Jordanborough","Supermarket","759-916-3267-89739",0,"Not Claimed"
884,"Chicken","Vegetarian","Lunch",27,"2025-03-28",371,"Montgomery, Dominguez and Hopkins","Solisburgh","Grocery Store","575-394-8230-121",0,"Not Claimed"
885,"Rice","Vegan","Lunch",44,"2025-03-22",503,"Abbott-Robinson","Joseville","Restaurant","449-700-6900-46176",0,"Not Claimed"
886,"Bread","Vegetarian","Breakfast",48,"2025-03-20",423,"Serrano-Lopez","South Justinborough","Restaurant"," 225688-7752-0658",42,"Pending"
886,"Bread","Vegetarian","Breakfast",48,"2025-03-20",423,"Serrano-Lopez","South Justinborough","Restaurant"," 225688-7752-0658",291,"Completed"
886,"Bread","Vegetarian","Breakfast",48,"2025-03-20",423,"Serrano-Lopez","South Justinborough","Restaurant"," 225688-7752-0658",741,"Cancelled"
886,"Bread","Vegetarian","Breakfast",48,"2025-03-20",423,"Serrano-Lopez","South Justinborough","Restaurant"," 225688-7752-0658",777,"Cancelled"
887,"Soup","Vegetarian","Lunch",12,"2025-03-21",825,"Smith, Lynch and Anderson","South Bryan","Supermarket","+1-560-761-6843-29675",0,"Not Claimed"
888,"Salad","Non-Vegetarian","Snacks",6,"2025-03-25",50,"Perez-Williams","West Danielborough","Catering Service"," 305890-2191-91055",319,"Pending"
889,"Soup","Vegan","Snacks",21,"2025-03-16",266,"Thomas-Carpenter","Port Ronaldshire","Grocery Store","021-908-0322-164",0,"Not Claimed"
890,"Chicken","Vegan","Lunch",40,"2025-03-28",41,"Kelly-Ware","Bentleyburgh","Catering Service"," 033969-7445-782",967,"Pending"
891,"Chicken","Vegetarian","Lunch",9,"2025-03-18",539,"Smith-Thomas","Watsonton","Restaurant","962-444-4824-7142",490,"Pending"
892,"Bread","Vegetarian","Dinner",42,"2025-03-19",405,"Mills, Smith and Martin","Kevinfort","Supermarket"," 202949-6624",342,"Cancelled"
892,"Bread","Vegetarian","Dinner",42,"2025-03-19",405,"Mills, Smith and Martin","Kevinfort","Supermarket"," 202949-6624",506,"Completed"
893,"Salad","Vegan","Lunch",3,"2025-03-28",46,"Fisher, Hernandez and Webster","South Lisaberg","Grocery Store","871-801-8397-99626",209,"Cancelled"
893,"Salad","Vegan","Lunch",3,"2025-03-28",46,"Fisher, Hernandez and Webster","South Lisaberg","Grocery Store","871-801-8397-99626",909,"Completed"
894,"Pasta","Vegetarian","Dinner",43,"2025-03-25",310,"Sullivan, Thornton and Peterson","Saraburgh","Grocery Store"," 688116-5399",0,"Not Claimed"
895,"Pasta","Vegan","Snacks",38,"2025-03-29",888,"Schmidt-Alexander","West Sharonview","Supermarket"," 616029-0456-6126",48,"Pending"
896,"Vegetables","Vegetarian","Snacks",32,"2025-03-18",547,"Walter, Gonzales and Potter","Batesstad","Restaurant","2616749124",188,"Pending"
896,"Vegetables","Vegetarian","Snacks",32,"2025-03-18",547,"Walter, Gonzales and Potter","Batesstad","Restaurant","2616749124",316,"Completed"
897,"Chicken","Non-Vegetarian","Lunch",5,"2025-03-20",638,"Patterson Inc","Jeffreyport","Restaurant","019-231-7207",675,"Cancelled"
898,"Fish","Non-Vegetarian","Breakfast",28,"2025-03-27",87,"Young, Townsend and Mccarthy","West Adam","Grocery Store","001-286-579-2810-1913",722,"Completed"
899,"Pasta","Vegetarian","Snacks",44,"2025-03-29",5,"Coleman-Farley","Valentineside","Grocery Store","193-714-6577",0,"Not Claimed"
900,"Dairy","Non-Vegetarian","Breakfast",31,"2025-03-29",732,"Mendoza LLC","Ginaview","Supermarket","636-763-0459-119",416,"Cancelled"
901,"Vegetables","Vegetarian","Dinner",38,"2025-03-26",183,"Elliott-Stephens","South Anne","Grocery Store"," 416071-3611-991",377,"Pending"
902,"Salad","Vegan","Snacks",34,"2025-03-30",347,"Hood, Hoffman and Wright","Louismouth","Supermarket","992-697-3906-31622",448,"Cancelled"
902,"Salad","Vegan","Snacks",34,"2025-03-30",347,"Hood, Hoffman and Wright","Louismouth","Supermarket","992-697-3906-31622",795,"Completed"
903,"Rice","Vegetarian","Breakfast",25,"2025-03-30",452,"Roberson, Marquez and Mcdowell","New Erica","Supermarket","001-664-180-0480-4998",672,"Completed"
904,"Chicken","Vegetarian","Breakfast",40,"2025-03-22",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",312,"Completed"
904,"Chicken","Vegetarian","Breakfast",40,"2025-03-22",709,"Barry Group","South Kathryn","Restaurant","+1-533-592-0009-5523",956,"Completed"
905,"Bread","Vegan","Dinner",37,"2025-03-25",2,"Nielsen, Johnson and Fuller","East Sheena","Grocery Store","+1-925-283-8901-6297",33,"Cancelled"
906,"Soup","Vegan","Snacks",17,"2025-03-30",191,"Grant-Davis","Lake Jessicamouth","Grocery Store","+1-672-949-7621-738",275,"Completed"
906,"Soup","Vegan","Snacks",17,"2025-03-30",191,"Grant-Davis","Lake Jessicamouth","Grocery Store","+1-672-949-7621-738",628,"Pending"
907,"Chicken","Vegan","Lunch",17,"2025-03-16",175,"Olson Ltd","Katherinefurt","Catering Service","+1-446-162-1060",0,"Not Claimed"
908,"Rice","Non-Vegetarian","Snacks",16,"2025-03-27",463,"Carey-Ramos","East Edwinburgh","Grocery Store","178-837-6236-9304",0,"Not Claimed"
909,"Fish","Vegan","Snacks",10,"2025-03-28",831,"Figueroa Inc","Lewishaven","Catering Service","107-592-8920",75,"Cancelled"
